Date,Affected pages
2026-06-01,45
2026-06-02,3
2026-06-03,3
2026-06-04,3
2026-06-05,3
2026-06-06,0
2026-06-07,0
2026-06-08,0
2026-06-09,0
2026-06-10,0
2026-06-11,0
2026-06-12,0
2026-06-13,4
2026-06-14,4
2026-06-15,4
2026-06-16,4
2026-06-17,4
2026-06-18,4
2026-06-19,4
2026-06-20,4
2026-06-21,4
2026-06-22,4
2026-06-23,4
2026-06-24,4
2026-06-25,4
2026-06-26,4
2026-06-27,4
2026-06-28,4
2026-06-29,4
2026-06-30,4
